4.1668,82.3613,6.18516,7.13855,100
11.867,58.3319,-14,2,100
15.9238,68.3356,3.64528,2.8268,100
23.845,98.5566,-6.33936,1.39244,100
24.3193,73.7269,-19.6858,2.8037,100
24.7118,86.4816,-18.219,-9.66262,100
27.5,58.3319,15,2,100
41.5851,86.0045,10.5399,6.03465,100
44.947,61.6093,-8.61045,-2.52128,100
46.5761,69.9988,7.27479,-9.37128,100
61.339,92.9468,-13.9587,-3.13453,100
71.6681,82.5,-2,3,100
79.2588,98.753,8.49458,-8.83099,100
85.5632,72.7372,4.57524,-22.8022,100
86.452,82.7063,-15.924,-4.6274,100
89.3419,96.4327,8.6661,-6.7338,100
92.3061,93.0013,-15.1761,-5.70154,100
98.3319,58.3319,8,2,100
