1.13771,86.9209,-2.11552,0.315442,1
5.40234,67.3406,5.17176,3.97422,10
5.91104,55.6793,5.63287,12.0486,9
8.75252,43.8287,3.34551,4.3988,10
12.0625,53.5291,-4.09231,10.2633,9
13.3542,86.9605,1.51763,-4.24133,8
15.5017,95.7595,19.7816,5.48604,5
18.5984,21.6859,-11.6888,-0.296383,7
18.2855,39.9512,-17.3831,22.3846,2
20.294,59.1395,-9.98189,-8.52001,10
22.8369,92.8339,4.08949,5.11143,9
23.104,11.1791,-10.5326,7.34648,6
23.8979,3.6793,-22.5518,6.91744,2
24.8039,50.6005,-3.29557,6.06435,10
25.1142,31.6228,-5.99137,7.94517,8
25.76,26.8667,12.7098,1.31698,1
27.1247,2.73893,2.40087,0.20835,8
32.2874,95.9944,-10.7341,-1.92999,3
32.9378,84.4306,4.44632,-16.3269,10
33.2549,91.4161,9.06461,-1.66583,10
36.5538,8.74672,-14.6105,-3.92686,2
37.8766,16.7886,-4.8987,-33.1859,1
40.4975,79.6939,4.24649,-13.6455,5
42.5121,61.2315,12.7237,-6.07932,8
43.1722,69.4308,-0.840431,-6.91592,8
44.1827,8.57071,-4.0897,5.97497,10
44.7393,48.7786,0.27854,-5.85242,4
47.9156,97.2822,8.51803,-9.73478,9
50.298,47.9938,30.5272,-30.0751,1
53.8821,90.5638,2.90015,10.1657,9
55.3339,37.4465,0.766861,-1.98117,10
54.9638,44.8497,-13.0325,0.908779,4
57.037,49.7683,37.2882,10.3003,1
56.524,19.4891,-15.381,-7.98954,8
57.6434,30.7755,7.23786,13.1516,10
57.528,93.9581,27.0721,-13.1458,1
58.4226,76.6823,8.1437,12.7697,7
58.6854,79.7529,-7.76682,3.86189,5
58.4698,85.9665,-21.3394,29.895,1
60.1849,50.1475,6.37493,-4.0482,10
61.3063,73.8855,-3.2383,4.63622,4
63.0707,8.71861,9.90367,6.2408,6
65.9183,81.946,3.14831,-13.7485,10
68.0695,31.0273,16.7624,-19.3264,1
70.3645,41.0647,-15.3942,-3.70214,3
71.9278,81.549,-3.05089,-3.3101,5
73.6408,77.2694,-2.91162,5.73361,9
74.9119,53.8719,19.7458,-14.8682,4
74.2442,13.9493,-20.0796,-31.2657,1
75.6315,25.1654,16.5855,-1.82857,7
77.864,74.3879,1.12328,3.43019,4
79.3522,62.8788,4.14632,-0.436214,6
80.1936,48.813,-2.56569,-6.74294,4
82.6079,65.4493,4.00562,-35.1466,1
85.3431,10.992,-1.47076,-8.57137,9
85.4835,94.0439,-6.61001,5.92143,9
90.5222,34.7931,-6.25176,-3.55076,7
91.6303,95.5555,14.2333,-4.18709,4
93.3772,45.1885,-4.48125,-4.72604,9
94.7122,72.0788,-42.0414,0.44991,3
97.6414,72.7733,-2.47116,5.57923,4
98.7031,51.8652,6.92004,10.9202,6
98.7847,69.1024,6.07956,-2.81524,3
99.3269,66.2518,22.5558,-11.9296,2
99.5426,84.2606,-8.90998,-7.12384,8
99.6652,56.4319,-7.12632,4.63999,8
99.8834,32.9196,-26.4947,-5.24365,2
