78.6688,0.839914,11.7295,16.2745,6
55.449,0.83273,-40.0027,-27.1824,1
17.7289,1.72491,-19.1969,12.9767,1
41.5081,1.1828,15.7326,-20.6482,6
93.4787,1.90054,-22.9343,21.0535,2
60.1304,2.21148,0.372632,23.3696,8
84.2649,2.52916,-21.6236,35.5174,1
1.33329,3.13788,-17.2858,-11.6371,7
74.3312,4.15695,-19.9187,33.2351,2
46.0496,5.14443,-0.699581,75.1622,2
69.1084,4.02233,4.9236,2.93636,4
27.651,5.38514,37.7526,-7.03424,3
20.7942,6.27576,-11.1437,7.44132,5
16.6494,6.49994,-11.4996,-3.39487,5
10.9519,8.54506,15.1319,83.3782,1
53.7791,7.47502,16.6478,10.1573,5
57.2148,7.5384,6.1929,8.93727,9
34.6232,9.89853,8.3692,1.90116,6
3.85862,10.6216,12.9225,7.14989,5
19.1132,10.4237,0.608306,-14.9513,8
32.3066,12.8111,27.2493,11.5588,8
51.649,15.039,-6.47441,-3.75072,10
83.5033,19.0273,1.5062,14.3908,8
6.24752,19.2782,-4.17215,16.3251,8
29.3996,21.0589,-7.63471,-10.1766,10
62.7488,21.9065,5.14831,-16.8029,5
85.5171,22.9127,-45.0558,-17.1517,4
9.84011,24.452,36.4496,-38.8918,3
72.6735,25.6896,-2.91143,-18.1247,8
91.3554,26.4408,8.12527,-3.86826,4
96.3172,26.5605,15.6396,-13.7613,3
84.7754,29.1379,2.47174,31.2021,7
17.6557,31.7249,-15.2244,8.3229,6
0.173039,32.876,15.1595,-1.20695,8
32.357,32.8852,-31.2085,-11.7199,7
48.6438,35.1897,8.33292,22.5661,8
7.62473,36.9808,38.1292,89.2192,1
56.2521,35.6673,-20.5418,-20.1261,7
25.4102,37.1178,75.0319,-18.8894,1
19.4494,37.9754,-30.5077,-9.10137,4
62.6202,38.7105,25.5189,23.5613,6
83.5349,39.6655,-22.8935,-5.6337,7
69.0908,40.3547,-2.05647,16.5717,3
8.05952,39.6875,-114.132,-34.5506,1
0.0935446,40.4971,-7.37467,-13.6223,9
79.8267,41.2155,-4.64248,-4.36039,9
57.2641,41.9106,-35.7056,13.1883,8
21.432,45.5626,8.84245,-12.1422,4
87.1431,45.7815,-11.1555,-13.9993,10
0.074866,46.3413,-15.3606,-9.91658,2
18.7737,46.6271,25.211,-12.7432,5
41.5672,47.1463,-5.23437,1.34923,6
74.4902,47.4431,-7.52732,9.06786,8
12.1039,47.1741,8.48269,-14.3333,5
34.7813,47.234,8.95743,-14.0261,10
69.3633,50.8005,15.2626,-6.01374,10
7.99671,51.4544,-6.825,-4.27997,5
78.0266,51.3272,8.84742,-12.5844,10
2.4111,52.4032,6.66748,18.9867,5
31.1471,51.5492,-2.16654,-41.0085,5
62.2153,52.0699,-3.87995,-14.7247,10
96.5031,54.1021,12.0338,22.717,5
67.6926,54.5806,-13.9648,16.8001,6
7.36893,54.9234,5.34146,12.2353,8
44.0781,54.6828,-10.0538,-2.81834,9
81.0242,56.5431,-23.7238,37.7131,1
31.8098,56.2481,-3.55041,9.4228,6
51.5176,56.4325,6.28711,-13.1804,9
41.3794,57.6043,10.9254,-6.38462,7
37.1477,57.753,-8.05867,-4.57764,9
77.6213,58.3498,1.87498,17.7485,10
28.6553,59.0108,31.681,16.7812,5
14.9925,58.4904,-27.0896,-32.4191,4
43.7309,61.2094,-10.4752,0.541896,6
71.9485,62.277,-7.67764,14.2086,7
77.8336,63.2847,13.8398,19.3003,7
27.1584,63.8223,-9.83379,23.0157,2
30.6318,63.829,-0.994734,-1.31915,4
16.4472,65.0711,-27.1012,17.8471,4
12.8909,65.7457,5.6708,17.2897,8
64.8267,66.4702,-6.88977,-1.25393,6
41.8041,66.096,-7.74847,-36.3506,4
9.2107,67.4241,-25.4564,31.8083,1
98.364,67.5609,-6.65474,38.6308,6
28.636,67.2644,52.7858,-8.68483,5
30.9018,67.6421,-12.9035,6.36924,2
25.1255,70.2714,-3.40992,13.3833,3
16.0028,70.3814,8.7024,13.2683,10
68.3981,70.1451,8.80784,-9.74961,6
23.6048,73.2248,-2.26904,7.61667,5
39.5478,73.4091,-11.5556,5.83952,6
91.3037,75.0152,-2.64177,25.598,6
42.4688,74.5208,-2.24776,-7.1631,2
80.579,74.8332,-3.5806,-16.8193,4
22.0764,76.0783,7.77687,-14.3955,8
13.194,77.9282,0.73443,-8.7757,10
78.8914,78.5126,18.1056,-1.36377,7
84.1812,79.7591,-4.23501,3.3332,9
18.9563,79.6302,14.533,-5.79723,9
64.7623,80.664,-6.12625,9.9833,4
46.0095,81.8,2.19339,17.2492,5
35.771,82.3637,-10.3299,7.43899,2
78.0065,84.5863,23.8644,25.7561,6
31.1025,85.8875,78.0587,26.1445,1
51.8657,85.6048,-4.57613,4.79884,9
41.8647,85.659,-14.1587,-4.33158,8
0.162952,88.5555,4.04203,-24.4877,7
37.6307,89.5982,25.6427,8.61037,9
62.7488,89.3763,-94.1985,-14.2512,2
73.1506,89.4422,-36.6652,-30.0007,4
49.7832,91.4811,-30.2789,-2.68495,4
22.329,91.6662,12.4946,-9.10436,8
79.6987,92.5493,5.15249,12.9923,7
11.6733,95.7426,-0.197697,-1.02411,2
84.8149,96.4328,15.7597,17.3032,4
30.1448,97.0705,24.2068,2.64879,10
41.9575,98.0019,-7.70347,-6.48229,8
73.8725,98.6753,5.29315,29.4958,1
24.4019,97.8778,8.73899,-19.573,5
8.3759,98.2851,-27.3522,-12.428,10
47.6589,99.3053,4.03125,-3.58637,4
